State Name,Fraud,Quarter,Report Type,Year,Fixed Overall Qtr Losses,Fixed State Qtr Losses,Overall Total Losses by Type Qtr,Total Losses
Maine,Fraud,1,Fraud,2020,731467189.080063,1473740.59,731467189.080063,1473740.59
Florida,Other,3,Other,2019,282964798.270002,17740739.11,282964798.270002,17740739.11
Minnesota,Other,1,Other,2021,279256627.530002,2337253.66,279256627.530002,2337253.66
New Mexico,Fraud,4,Fraud,2018,397093881.427538,1926136.65,397093881.427538,1926136.65
Utah,Fraud,2,Fraud,2021,1363092689.48017,10843249.88,1363092689.48017,10843249.88
Delaware,Fraud,2,Fraud,2021,1363092689.48017,2818573.64,1363092689.48017,2818573.64
Rhode Island,Other,3,Other,2019,282964798.270002,341680.78,282964798.270002,341680.78
South Carolina,Fraud,1,Fraud,2019,508677995.648923,4320793.99000001,508677995.648923,4320793.99000001
West Virginia,Other,3,Other,2018,229059946.16,971580.44,229059946.16,971580.44
Puerto Rico,Fraud,1,Fraud,2021,1299670971.24025,637727.539999999,1299670971.24025,637727.539999999
Montana,Fraud,3,Fraud,2019,665445943.337642,624526.5,665445943.337642,624526.5
Iowa,Other,4,Other,2021,198243503.149999,535476.54,198243503.149999,535476.54
California,Fraud,3,Fraud,2018,434213799.69002,40149675.66,434213799.69002,40149675.66
New York,Other,3,Other,2019,282964798.270002,11872894.19,282964798.270002,11872894.19
Hawaii,Fraud,3,Fraud,2021,1605525076.80025,7489385.88000001,1605525076.80025,7489385.88000001
South Carolina,Fraud,4,Fraud,2020,1003279528.43026,9126996.64000005,1003279528.43026,9126996.64000005
Delaware,Other,1,Other,2022,211915621.62,283771.09,211915621.62,283771.09
District of Columbia,Other,1,Other,2021,279256627.530002,418230.93,279256627.530002,418230.93
Missouri,Fraud,1,Fraud,2021,1299670971.24025,14393147.0000001,1299670971.24025,14393147.0000001
Alaska,Fraud,4,Fraud,2018,397093881.427538,910366.37,397093881.427538,910366.37
Alaska,Fraud,3,Fraud,2019,665445943.337642,1109626.02,665445943.337642,1109626.02
Pennsylvania,Fraud,4,Fraud,2019,665563062.760347,14440619.4200001,665563062.760347,14440619.4200001
Ohio,Other,2,Other,2018,193419326.630001,4851450.18,193419326.630001,4851450.18
Puerto Rico,Other,1,Other,2019,196919122.739999,48084.56,196919122.739999,48084.56
Rhode Island,Fraud,3,Fraud,2019,665445943.337642,616640.13,665445943.337642,616640.13
Georgia,Other,1,Other,2021,279256627.530002,6292826.26000001,279256627.530002,6292826.26000001
Maine,Fraud,1,Fraud,2018,348224707.170025,604393.69,348224707.170025,604393.69
California,Other,1,Other,2018,122608613.55,17427039.32,122608613.55,17427039.32
Georgia,Fraud,2,Fraud,2021,1363092689.48017,23050759.86,1363092689.48017,23050759.86
Oklahoma,Other,3,Other,2018,229059946.16,2412235.44,229059946.16,2412235.44
New Hampshire,Fraud,4,Fraud,2021,1831379366.41022,4297857.00000001,1831379366.41022,4297857.00000001
Minnesota,Fraud,2,Fraud,2019,602374374.655126,7982600.02000002,602374374.655126,7982600.02000002
Maine,Fraud,2,Fraud,2018,436359324.65002,721190.38,436359324.65002,721190.38
Utah,Fraud,3,Fraud,2020,890919586.840231,7549202.76000002,890919586.840231,7549202.76000002
Puerto Rico,Fraud,3,Fraud,2019,665445943.337642,784265.8,665445943.337642,784265.8
Maine,Fraud,3,Fraud,2019,665445943.337642,853958.659999999,665445943.337642,853958.659999999
Massachusetts,Other,4,Other,2020,330804770.270009,6292356.84000001,330804770.270009,6292356.84000001
Illinois,Other,1,Other,2018,122608613.55,2775216.9,122608613.55,2775216.9
New Jersey,Fraud,1,Fraud,2019,508677995.648923,9866464.12000003,508677995.648923,9866464.12000003
Missouri,Other,1,Other,2020,273618221.910002,5959581.06000001,273618221.910002,5959581.06000001
North Carolina,Fraud,3,Fraud,2019,665445943.337642,11081202.68,665445943.337642,11081202.68
California,Other,1,Other,2020,273618221.910002,28064217.8699998,273618221.910002,28064217.8699998
Hawaii,Fraud,4,Fraud,2018,397093881.427538,746584.9,397093881.427538,746584.9
Florida,Other,1,Other,2021,279256627.530002,16453158.24,279256627.530002,16453158.24
Ohio,Other,1,Other,2021,279256627.530002,6988371.7,279256627.530002,6988371.7
Idaho,Other,1,Other,2018,122608613.55,374724.52,122608613.55,374724.52
Wyoming,Fraud,3,Fraud,2018,434213799.69002,360992.83,434213799.69002,360992.83
Florida,Fraud,3,Fraud,2018,434213799.69002,22451555.4699999,434213799.69002,22451555.4699999
Florida,Other,4,Other,2018,198059364.600001,12108863.01,198059364.600001,12108863.01
West Virginia,Fraud,3,Fraud,2020,890919586.840231,3168201.36000001,890919586.840231,3168201.36000001
Georgia,Fraud,2,Fraud,2021,1363092689.48017,23050759.86,1363092689.48017,23050759.86
Nevada,Fraud,1,Fraud,2019,508677995.648923,6404473.05,508677995.648923,6404473.05
Tennessee,Fraud,1,Fraud,2019,508677995.648923,5298753.90000001,508677995.648923,5298753.90000001
Texas,Other,2,Other,2020,280093545.500005,21201575.23,280093545.500005,21201575.23
New Jersey,Other,2,Other,2019,195488970.690001,4328537.05,195488970.690001,4328537.05
Indiana,Other,4,Other,2018,198059364.600001,1944730.06,198059364.600001,1944730.06
Montana,Fraud,3,Fraud,2021,1605525076.80025,1591578.51,1605525076.80025,1591578.51
Kentucky,Fraud,1,Fraud,2019,508677995.648923,4023149.97000001,508677995.648923,4023149.97000001
West Virginia,Fraud,1,Fraud,2019,508677995.648923,2661009.39,508677995.648923,2661009.39
Arizona,Other,3,Other,2020,332376597.910007,8610974.96000001,332376597.910007,8610974.96000001
Puerto Rico,Fraud,1,Fraud,2022,1691830157.70014,2173966.79,1691830157.70014,2173966.79
California,Fraud,1,Fraud,2022,1691830157.70014,282984307.890001,1691830157.70014,282984307.890001
Rhode Island,Other,1,Other,2021,279256627.530002,422842.57,279256627.530002,422842.57
Nebraska,Other,3,Other,2018,229059946.16,482628.07,229059946.16,482628.07
Maryland,Other,4,Other,2020,330804770.270009,3958763.27000001,330804770.270009,3958763.27000001
Tennessee,Fraud,1,Fraud,2022,1691830157.70014,15579009.39,1691830157.70014,15579009.39
Tennessee,Fraud,1,Fraud,2021,1299670971.24025,16743444.0000001,1299670971.24025,16743444.0000001
Florida,Other,4,Other,2020,330804770.270009,21343941.0399999,330804770.270009,21343941.0399999
Iowa,Other,4,Other,2021,198243503.149999,535476.54,198243503.149999,535476.54
Missouri,Fraud,1,Fraud,2022,1691830157.70014,15349047.75,1691830157.70014,15349047.75
New York,Other,4,Other,2019,295265401.890004,13938239.03,295265401.890004,13938239.03
Hawaii,Other,3,Other,2020,332376597.910007,512772.1,332376597.910007,512772.1
Delaware,IDT,2,Identity Theft,2019,0,0,0,0
Maryland,Other,4,Other,2021,198243503.149999,2087346.3,198243503.149999,2087346.3
Illinois,Fraud,2,Fraud,2019,602374374.655126,11713855.93,602374374.655126,11713855.93
New York,Other,3,Other,2020,332376597.910007,16107052.9500001,332376597.910007,16107052.9500001
Nebraska,Fraud,3,Fraud,2020,890919586.840231,3025902.06,890919586.840231,3025902.06
Oregon,Fraud,1,Fraud,2021,1299670971.24025,12896673.72,1299670971.24025,12896673.72
Louisiana,Fraud,3,Fraud,2018,434213799.69002,4006622.72000001,434213799.69002,4006622.72000001
New Mexico,Other,3,Other,2019,282964798.270002,1421644.96,282964798.270002,1421644.96
South Carolina,Fraud,4,Fraud,2021,1831379366.41022,13401039.04,1831379366.41022,13401039.04
Illinois,Other,1,Other,2020,273618221.910002,7997052.96000002,273618221.910002,7997052.96000002
Texas,Other,1,Other,2020,273618221.910002,21224548.72,273618221.910002,21224548.72
Montana,Fraud,3,Fraud,2019,665445943.337642,624526.5,665445943.337642,624526.5
Arizona,Fraud,3,Fraud,2019,665445943.337642,11637779.19,665445943.337642,11637779.19
Kansas,Fraud,4,Fraud,2020,1003279528.43026,3687259.81000001,1003279528.43026,3687259.81000001
Minnesota,Other,4,Other,2018,198059364.600001,3069898.8,198059364.600001,3069898.8
New Jersey,Fraud,1,Fraud,2018,348224707.170025,6770250.06000003,348224707.170025,6770250.06000003
Maine,Fraud,2,Fraud,2018,436359324.65002,721190.38,436359324.65002,721190.38
Pennsylvania,Fraud,3,Fraud,2021,1605525076.80025,33393609.6199998,1605525076.80025,33393609.6199998
Wisconsin,Fraud,1,Fraud,2022,1691830157.70014,16678174.62,1691830157.70014,16678174.62
North Carolina,Fraud,1,Fraud,2019,508677995.648923,8901899.77000003,508677995.648923,8901899.77000003
Mississippi,Other,3,Other,2019,282964798.270002,1034190.81,282964798.270002,1034190.81
Oklahoma,Fraud,4,Fraud,2020,1003279528.43026,6788480.52000002,1003279528.43026,6788480.52000002
Louisiana,Other,2,Other,2020,280093545.500005,1884943.5,280093545.500005,1884943.5
District of Columbia,Other,4,Other,2020,330804770.270009,869988.43,330804770.270009,869988.43
Michigan,Fraud,3,Fraud,2021,1605525076.80025,25557410.6199999,1605525076.80025,25557410.6199999
West Virginia,Other,1,Other,2018,122608613.55,460893.74,122608613.55,460893.74
New Mexico,Fraud,4,Fraud,2019,665563062.760347,2529753.56,665563062.760347,2529753.56
Montana,Other,3,Other,2021,196990073.340001,370505.22,196990073.340001,370505.22
Ohio,Fraud,2,Fraud,2019,602374374.655126,10305767.25,602374374.655126,10305767.25
Oklahoma,Fraud,1,Fraud,2022,1691830157.70014,11191311.67,1691830157.70014,11191311.67
Arkansas,Fraud,3,Fraud,2018,434213799.69002,1671297.02,434213799.69002,1671297.02
South Carolina,Fraud,4,Fraud,2021,1831379366.41022,13401039.04,1831379366.41022,13401039.04
Idaho,Other,2,Other,2019,195488970.690001,970555.49,195488970.690001,970555.49
Nevada,Other,3,Other,2019,282964798.270002,1231159.59,282964798.270002,1231159.59
Pennsylvania,Fraud,3,Fraud,2021,1605525076.80025,33393609.6199998,1605525076.80025,33393609.6199998
Indiana,Other,2,Other,2018,193419326.630001,2156751.96,193419326.630001,2156751.96
Maryland,Other,3,Other,2020,332376597.910007,6000662.69000001,332376597.910007,6000662.69000001
South Dakota,Fraud,1,Fraud,2019,508677995.648923,537424.95,508677995.648923,537424.95
Hawaii,Other,4,Other,2021,198243503.149999,258169.05,198243503.149999,258169.05
West Virginia,Fraud,1,Fraud,2018,348224707.170025,920655.53,348224707.170025,920655.53
Minnesota,Fraud,1,Fraud,2018,348224707.170025,2280288.93,348224707.170025,2280288.93
West Virginia,Other,1,Other,2019,196919122.739999,228571.33,196919122.739999,228571.33
New Jersey,Fraud,3,Fraud,2018,434213799.69002,9556808.29000003,434213799.69002,9556808.29000003
North Dakota,Other,3,Other,2020,332376597.910007,164047.84,332376597.910007,164047.84
New Hampshire,Fraud,3,Fraud,2019,665445943.337642,2176080.25,665445943.337642,2176080.25
Tennessee,Fraud,2,Fraud,2018,436359324.65002,4645898.86000001,436359324.65002,4645898.86000001
Illinois,Fraud,1,Fraud,2021,1299670971.24025,31673856.9699999,1299670971.24025,31673856.9699999
Kansas,Fraud,1,Fraud,2022,1691830157.70014,6510430.36000001,1691830157.70014,6510430.36000001
Vermont,Fraud,1,Fraud,2019,508677995.648923,588988.6,508677995.648923,588988.6
Connecticut,Other,1,Other,2020,273618221.910002,2807834.95,273618221.910002,2807834.95
Florida,Fraud,1,Fraud,2021,1299670971.24025,81018622.1799998,1299670971.24025,81018622.1799998
Louisiana,Other,4,Other,2018,198059364.600001,1769444.38,198059364.600001,1769444.38
Florida,Fraud,2,Fraud,2018,436359324.65002,26424161.3699998,436359324.65002,26424161.3699998
Oregon,Other,4,Other,2018,198059364.600001,1643676.89,198059364.600001,1643676.89
Connecticut,Fraud,4,Fraud,2018,397093881.427538,2340834.06000001,397093881.427538,2340834.06000001
Oregon,Other,3,Other,2019,282964798.270002,1353188.62,282964798.270002,1353188.62
Rhode Island,Other,2,Other,2019,195488970.690001,257497.97,195488970.690001,257497.97
Tennessee,Fraud,1,Fraud,2020,731467189.080063,7860020.76000003,731467189.080063,7860020.76000003
Colorado,Fraud,1,Fraud,2019,508677995.648923,11642799.04,508677995.648923,11642799.04
Wyoming,Fraud,3,Fraud,2021,1605525076.80025,812457.81,1605525076.80025,812457.81
Oregon,Fraud,2,Fraud,2020,819552937.990118,7010199.01000002,819552937.990118,7010199.01000002
New York,Fraud,2,Fraud,2020,819552937.990118,48405133.3699996,819552937.990118,48405133.3699996
Mississippi,Other,3,Other,2020,332376597.910007,1654461.66,332376597.910007,1654461.66
Utah,Other,2,Other,2020,280093545.500005,2739059.64,280093545.500005,2739059.64
Nevada,Other,2,Other,2019,195488970.690001,1517623.54,195488970.690001,1517623.54
Ohio,Fraud,2,Fraud,2021,1363092689.48017,21509010.6,1363092689.48017,21509010.6
Nebraska,Fraud,2,Fraud,2020,819552937.990118,4661126.62,819552937.990118,4661126.62
Mississippi,Fraud,2,Fraud,2020,819552937.990118,2453638.12,819552937.990118,2453638.12
North Dakota,Other,1,Other,2022,211915621.62,45050.66,211915621.62,45050.66
Illinois,Other,1,Other,2019,196919122.739999,7031104.19000001,196919122.739999,7031104.19000001
Kentucky,Fraud,3,Fraud,2021,1605525076.80025,7595825.05000002,1605525076.80025,7595825.05000002
District of Columbia,Other,1,Other,2021,279256627.530002,418230.93,279256627.530002,418230.93
Nevada,Other,2,Other,2018,193419326.630001,1689990.28,193419326.630001,1689990.28
Arizona,Other,2,Other,2021,193273318.52,4664436.86,193273318.52,4664436.86
Wisconsin,Fraud,2,Fraud,2019,602374374.655126,5340576.35000001,602374374.655126,5340576.35000001
Massachusetts,Fraud,2,Fraud,2018,436359324.65002,5896143.78000002,436359324.65002,5896143.78000002
Ohio,Other,2,Other,2021,193273318.52,2941542.99,193273318.52,2941542.99
Oklahoma,Fraud,3,Fraud,2020,890919586.840231,4251473.11000001,890919586.840231,4251473.11000001
Rhode Island,Fraud,4,Fraud,2018,397093881.427538,343226.64,397093881.427538,343226.64
South Carolina,Fraud,3,Fraud,2021,1605525076.80025,10988589.3200001,1605525076.80025,10988589.3200001
Massachusetts,Fraud,2,Fraud,2021,1363092689.48017,19619673.25,1363092689.48017,19619673.25
North Carolina,Other,4,Other,2019,295265401.890004,6160879.08000002,295265401.890004,6160879.08000002
New Jersey,Other,3,Other,2018,229059946.16,6550578.03,229059946.16,6550578.03
Alabama,Fraud,1,Fraud,2018,348224707.170025,1926297.8,348224707.170025,1926297.8
Vermont,Other,1,Other,2021,279256627.530002,409842.78,279256627.530002,409842.78
Hawaii,IDT,1,Identity Theft,2022,0,0,0,0
Ohio,Other,2,Other,2018,193419326.630001,4851450.18,193419326.630001,4851450.18
Minnesota,Fraud,2,Fraud,2021,1363092689.48017,17592481.12,1363092689.48017,17592481.12
Virginia,Fraud,1,Fraud,2020,731467189.080063,16191465.56,731467189.080063,16191465.56
Maryland,Fraud,1,Fraud,2019,508677995.648923,7378396.60000002,508677995.648923,7378396.60000002
Indiana,Fraud,2,Fraud,2019,602374374.655126,4546702.30000001,602374374.655126,4546702.30000001
Indiana,Fraud,3,Fraud,2018,434213799.69002,4259966.10000001,434213799.69002,4259966.10000001
Michigan,Other,1,Other,2021,279256627.530002,5142321.53,279256627.530002,5142321.53
Washington,Fraud,4,Fraud,2018,397093881.427538,6054129.07000003,397093881.427538,6054129.07000003
Hawaii,Other,1,Other,2018,122608613.55,81425.38,122608613.55,81425.38
Arkansas,IDT,2,Identity Theft,2020,0,0,0,0
California,Other,4,Other,2018,198059364.600001,20901661.22,198059364.600001,20901661.22
California,Other,3,Other,2021,196990073.340001,25839496.46,196990073.340001,25839496.46
Oklahoma,Other,3,Other,2021,196990073.340001,835322.38,196990073.340001,835322.38
Oregon,Fraud,1,Fraud,2021,1299670971.24025,12896673.72,1299670971.24025,12896673.72
Maryland,Other,4,Other,2019,295265401.890004,3282279.09,295265401.890004,3282279.09
Alabama,Fraud,1,Fraud,2018,348224707.170025,1926297.8,348224707.170025,1926297.8
Ohio,Fraud,4,Fraud,2021,1831379366.41022,23032525.53,1831379366.41022,23032525.53
Massachusetts,Other,3,Other,2019,282964798.270002,3303390.36,282964798.270002,3303390.36
Maine,Fraud,1,Fraud,2021,1299670971.24025,2283893.23,1299670971.24025,2283893.23
Vermont,Fraud,4,Fraud,2020,1003279528.43026,1091829.51,1003279528.43026,1091829.51
Alabama,Other,2,Other,2018,193419326.630001,1181231.2,193419326.630001,1181231.2
Minnesota,Fraud,4,Fraud,2019,665563062.760347,5496781.16000001,665563062.760347,5496781.16000001
Alaska,Fraud,2,Fraud,2020,819552937.990118,1064029.28,819552937.990118,1064029.28
Maine,Fraud,4,Fraud,2019,665563062.760347,1173275.29,665563062.760347,1173275.29
Nevada,Fraud,1,Fraud,2022,1691830157.70014,15775934.97,1691830157.70014,15775934.97
Hawaii,Other,3,Other,2021,196990073.340001,236567.39,196990073.340001,236567.39
Wyoming,Fraud,1,Fraud,2018,348224707.170025,132493.58,348224707.170025,132493.58
Mississippi,Other,1,Other,2021,279256627.530002,1436920.02,279256627.530002,1436920.02
Alabama,Other,4,Other,2018,198059364.600001,1527052.36,198059364.600001,1527052.36
Kansas,Fraud,1,Fraud,2020,731467189.080063,3873541.07000001,731467189.080063,3873541.07000001
Hawaii,Fraud,1,Fraud,2019,508677995.648923,1833976.01,508677995.648923,1833976.01
Oregon,Fraud,4,Fraud,2021,1831379366.41022,19974161.89,1831379366.41022,19974161.89
Louisiana,Fraud,3,Fraud,2020,890919586.840231,5602150.60000002,890919586.840231,5602150.60000002
Puerto Rico,Fraud,1,Fraud,2021,1299670971.24025,637727.539999999,1299670971.24025,637727.539999999
Indiana,Other,4,Other,2021,198243503.149999,1231664.25,198243503.149999,1231664.25
Washington,Fraud,4,Fraud,2018,397093881.427538,6054129.07000003,397093881.427538,6054129.07000003
Wisconsin,IDT,3,Identity Theft,2019,0,0,0,0
Indiana,Fraud,3,Fraud,2019,665445943.337642,4899742.36000001,665445943.337642,4899742.36000001
Montana,Fraud,2,Fraud,2019,602374374.655126,754472.89,602374374.655126,754472.89
Mississippi,Fraud,4,Fraud,2018,397093881.427538,2352541.82,397093881.427538,2352541.82
Alabama,Fraud,1,Fraud,2018,348224707.170025,1926297.8,348224707.170025,1926297.8
Virginia,IDT,3,Identity Theft,2019,0,0,0,0
Mississippi,Fraud,4,Fraud,2018,397093881.427538,2352541.82,397093881.427538,2352541.82
Louisiana,Other,2,Other,2020,280093545.500005,1884943.5,280093545.500005,1884943.5
Alaska,Fraud,2,Fraud,2019,602374374.655126,2586488.74,602374374.655126,2586488.74
Nebraska,Fraud,1,Fraud,2020,731467189.080063,1816713.46,731467189.080063,1816713.46
Michigan,Fraud,1,Fraud,2018,348224707.170025,5107862.33000003,348224707.170025,5107862.33000003
Colorado,Fraud,1,Fraud,2019,508677995.648923,11642799.04,508677995.648923,11642799.04
Nebraska,Fraud,1,Fraud,2019,508677995.648923,1575701.69,508677995.648923,1575701.69
Michigan,Fraud,2,Fraud,2018,436359324.65002,6544261.21000003,436359324.65002,6544261.21000003
California,Fraud,1,Fraud,2018,348224707.170025,43463892.1500003,348224707.170025,43463892.1500003
Georgia,Other,4,Other,2020,330804770.270009,8753854.64000002,330804770.270009,8753854.64000002
Oregon,Fraud,2,Fraud,2021,1363092689.48017,14403653.73,1363092689.48017,14403653.73
