State Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Hawaii,2,2019,2146,151.567373322,1415872,2146
District of Columbia,3,2021,3294,466.738174620,705749,3294
Florida,3,2021,78078,363.529919377,21477737,78078
South Carolina,1,2018,9183,178.355216468,5148714,9183
Oklahoma,4,2019,4659,117.741575564,3956971,4659
Oregon,1,2018,6387,151.431917163,4217737,6387
Illinois,2,2020,26793,211.437645781,12671821,26793
New York,2,2020,44350,227.978826087,19453561,44350
Iowa,2,2020,4259,134.989081066,3155070,4259
Puerto Rico,4,2021,1483,46.435256477,3193694,1483
Arizona,4,2018,12272,168.601142207,7278717,12272
New Mexico,1,2018,3357,160.098892184,2096829,3357
New Hampshire,1,2019,2161,158.930831625,1359711,2161
Massachusetts,1,2021,21023,305.012562200,6892503,21023
Montana,4,2021,1822,170.475065916,1068778,1822
Wisconsin,2,2020,10398,178.585107191,5822434,10398
New Hampshire,4,2019,2029,149.222886334,1359711,2029
Washington,2,2018,11301,148.406550164,7614893,11301
New Jersey,1,2021,28992,326.405987712,8882190,28992
Iowa,1,2018,3443,109.125946492,3155070,3443
Virginia,1,2021,28022,328.298724424,8535519,28022
Georgia,1,2020,23369,220.100489544,10617423,23369
Indiana,4,2020,13998,207.925499750,6732219,13998
New Mexico,2,2020,4366,208.219172856,2096829,4366
Mississippi,3,2018,4154,139.576345136,2976149,4154
South Dakota,2,2021,1351,152.714209656,884659,1351
Virginia,4,2020,22348,261.823563394,8535519,22348
Massachusetts,1,2021,21023,305.012562200,6892503,21023
Idaho,3,2018,2593,145.098247685,1787065,2593
Massachusetts,3,2018,9666,140.239329602,6892503,9666
Alaska,3,2021,1735,237.169278718,731545,1735
Connecticut,4,2018,5256,147.421511929,3565287,5256
Colorado,1,2022,13566,235.572528416,5758736,13566
Wisconsin,4,2020,11480,197.168400707,5822434,11480
Minnesota,3,2019,8899,157.793983721,5639632,8899
Massachusetts,3,2021,16804,243.801127109,6892503,16804
Missouri,2,2018,11076,180.466475533,6137428,11076
Wisconsin,3,2020,11655,200.174016571,5822434,11655
Georgia,1,2018,24945,234.944016076,10617423,24945
Iowa,1,2022,3919,124.212774994,3155070,3919
Virginia,4,2018,13729,160.845520934,8535519,13729
North Carolina,1,2022,21909,208.894207941,10488084,21909
Maine,3,2018,1777,132.196409495,1344212,1777
Michigan,4,2020,20634,206.611549560,9986857,20634
Alabama,2,2021,17554,358.012190036,4903185,17554
Washington,4,2020,18564,243.785434674,7614893,18564
Nevada,3,2019,8965,291.056686739,3080156,8965
Oklahoma,1,2018,5201,131.438921337,3956971,5201
Iowa,2,2021,5185,164.338667605,3155070,5185
Ohio,1,2019,19143,163.767954761,11689100,19143
Virginia,1,2018,14760,172.924458372,8535519,14760
Oregon,3,2020,9695,229.862601675,4217737,9695
New Jersey,2,2018,15068,169.642847091,8882190,15068
Illinois,4,2018,18460,145.677562838,12671821,18460
New Mexico,4,2021,3735,178.126113288,2096829,3735
Arkansas,1,2022,4738,157.001581282,3017804,4738
California,4,2021,83028,210.132444332,39512223,83028
Maryland,1,2021,25158,416.131849519,6045680,25158
Wisconsin,3,2021,12144,208.572566044,5822434,0
New Mexico,2,2020,4366,208.219172856,2096829,4366
West Virginia,1,2018,2346,130.904440317,1792147,2346
Mississippi,1,2019,3756,126.203358770,2976149,3756
New Mexico,2,2021,4998,238.359923484,2096829,4998
Idaho,1,2019,2435,136.256935254,1787065,2435
Colorado,4,2019,9837,170.818735222,5758736,9837
Montana,3,2018,1746,163.364141103,1068778,1746
Michigan,4,2021,18881,189.058479560,9986857,18881
Delaware,4,2018,2048,210.317900436,973764,2048
Puerto Rico,3,2019,1124,35.194354876,3193694,1124
Rhode Island,4,2020,2585,244.015024151,1059361,2585
Virginia,3,2020,23890,279.889248680,8535519,23890
Louisiana,3,2021,15421,331.720441904,4648794,15421
Nevada,4,2020,9672,314.010069620,3080156,9672
North Carolina,1,2022,21909,208.894207941,10488084,21909
Missouri,2,2021,15181,247.351170555,6137428,15181
Texas,1,2021,86722,299.083859532,28995881,86722
Indiana,2,2019,10312,153.173864368,6732219,10312
North Carolina,4,2018,17600,167.809487414,10488084,17600
Maryland,3,2018,12271,202.971377910,6045680,12271
Montana,4,2019,1380,129.119424240,1068778,1380
New Mexico,4,2018,3139,149.702240860,2096829,3139
Utah,3,2020,6471,201.842943669,3205958,6471
Puerto Rico,2,2021,2442,76.463180255,3193694,2442
Texas,2,2021,86304,297.642275467,28995881,86304
Kansas,3,2021,5831,200.150069646,2913314,5831
Virginia,4,2020,22348,261.823563394,8535519,22348
Tennessee,2,2021,21974,321.766585534,6829174,21974
Arizona,4,2019,11747,161.388332587,7278717,11747
Puerto Rico,2,2018,789,24.704934161,3193694,789
Ohio,1,2020,19696,168.498857910,11689100,19696
North Carolina,2,2019,20521,195.660141547,10488084,20521
Minnesota,2,2018,7517,133.288838704,5639632,7517
Pennsylvania,2,2018,20591,160.842194131,12801989,20591
Iowa,4,2019,3662,116.067155404,3155070,3662
Idaho,1,2018,2566,143.587390498,1787065,2566
New Hampshire,3,2020,2799,205.852567200,1359711,2799
North Dakota,2,2020,859,112.720487309,762062,859
Massachusetts,3,2018,9666,140.239329602,6892503,0
New Mexico,4,2019,2985,142.357817447,2096829,2985
South Dakota,4,2020,1256,141.975608681,884659,1256
Delaware,2,2021,3611,370.829071520,973764,3611
Illinois,2,2018,19834,156.520519032,12671821,19834
Nevada,2,2021,11581,375.987449986,3080156,11581
Oklahoma,2,2020,6401,161.765148140,3956971,6401
Hawaii,3,2019,2217,156.581950911,1415872,2217
North Dakota,4,2019,673,88.313024400,762062,673
North Carolina,1,2022,21909,208.894207941,10488084,21909
Kansas,4,2019,3960,135.927675493,2913314,3960
West Virginia,4,2019,2526,140.948259267,1792147,2526
Maryland,2,2018,12039,199.133927036,6045680,12039
Rhode Island,2,2019,1590,150.090479072,1059361,1590
Hawaii,4,2020,2792,197.192966596,1415872,2792
Virginia,1,2020,16641,194.961782640,8535519,16641
Michigan,1,2021,26451,264.858103005,9986857,26451
Minnesota,3,2021,11347,201.201071276,5639632,11347
Kentucky,1,2018,6260,140.117685426,4467673,6260
Massachusetts,1,2020,10607,153.891844516,6892503,10607
Mississippi,3,2019,4706,158.123803613,2976149,4706
Kansas,3,2019,4855,166.648703161,2913314,4855
New York,2,2021,55663,286.132703416,19453561,55663
Virginia,1,2020,16641,194.961782640,8535519,16641
Pennsylvania,4,2018,19324,150.945294516,12801989,19324
Indiana,2,2020,11868,176.286600302,6732219,11868
New Jersey,2,2019,16349,184.064965960,8882190,16349
Florida,1,2022,62645,291.674118181,21477737,62645
Oregon,4,2018,6267,148.586789551,4217737,6267
Montana,1,2018,1371,128.277341038,1068778,1371
Washington,4,2020,18564,243.785434674,7614893,18564
Florida,4,2018,46559,216.777959428,21477737,46559
Minnesota,3,2021,11347,201.201071276,5639632,11347
Minnesota,2,2020,10302,182.671493459,5639632,10302
Colorado,4,2018,9927,172.381578180,5758736,9927
Kentucky,3,2019,7447,166.686326416,4467673,7447
Nevada,1,2021,11896,386.214204735,3080156,11896
Kentucky,1,2018,6260,140.117685426,4467673,6260
Maryland,4,2020,17938,296.707731802,6045680,17938
Alabama,1,2018,8888,181.269929648,4903185,8888
Georgia,4,2019,21002,197.806944303,10617423,21002
Kentucky,4,2019,6056,135.551549990,4467673,6056
North Carolina,3,2019,20803,198.348907198,10488084,20803
Puerto Rico,2,2019,1152,36.071082577,3193694,1152
Wisconsin,1,2020,8552,146.880153558,5822434,8552
Kentucky,4,2019,6056,135.551549990,4467673,6056
Idaho,2,2021,3816,213.534482517,1787065,3816
Alaska,2,2021,2810,384.118543630,731545,2810
Texas,2,2019,51744,178.452932677,28995881,51744
Idaho,1,2020,2536,141.908660289,1787065,2536
Idaho,1,2018,2566,143.587390498,1787065,2566
Kansas,1,2018,4099,140.698874203,2913314,4099
Utah,4,2018,3866,120.587980254,3205958,3866
West Virginia,1,2021,4228,235.918147339,1792147,4228
Hawaii,2,2021,3140,221.771459567,1415872,3140
West Virginia,3,2021,3665,204.503313623,1792147,3665
Hawaii,3,2021,3296,232.789404692,1415872,3296
Tennessee,1,2021,22941,335.926423898,6829174,22941
Ohio,2,2020,24379,208.561822553,11689100,24379
Montana,2,2020,1948,182.264230738,1068778,1948
Ohio,1,2020,19696,168.498857910,11689100,19696
Wyoming,3,2019,832,143.755863840,578759,832
Florida,1,2020,52852,246.078066791,21477737,52852
New Jersey,2,2021,24926,280.628989022,8882190,24926
Delaware,3,2021,3594,369.083268636,973764,3594
Vermont,3,2020,1249,200.163784939,623989,1249
North Carolina,1,2020,18909,180.290318041,10488084,18909
Washington,2,2019,15513,203.719211813,7614893,15513
Maryland,1,2018,11547,190.995884665,6045680,11547
New Jersey,3,2018,14719,165.713635939,8882190,14719
Maine,4,2021,2077,154.514317682,1344212,0
Florida,3,2020,72298,336.618331810,21477737,72298
Idaho,1,2020,2536,141.908660289,1787065,2536
Colorado,1,2021,19795,343.738625976,5758736,19795
South Carolina,3,2019,10348,200.982225853,5148714,10348
Illinois,3,2020,28068,221.499340939,12671821,28068
Illinois,2,2018,19834,156.520519032,12671821,19834
California,3,2020,93753,237.275943700,39512223,93753
North Carolina,4,2018,17600,167.809487414,10488084,17600
Montana,3,2019,1947,182.170665938,1068778,1947
Georgia,4,2020,31130,293.197322929,10617423,31130
New Jersey,1,2022,20097,226.261766524,8882190,20097
South Dakota,3,2020,1095,123.776505976,884659,1095
Arkansas,1,2018,3867,128.139534575,3017804,3867
Florida,4,2018,46559,216.777959428,21477737,46559
Mississippi,2,2020,5091,171.059983892,2976149,5091
New Hampshire,1,2018,1930,141.941927365,1359711,1930
Indiana,1,2020,9582,142.330485684,6732219,9582
South Dakota,2,2019,955,107.951199276,884659,955
Florida,1,2021,83196,387.359245529,21477737,83196
California,2,2018,68491,173.341297451,39512223,68491
South Dakota,4,2021,987,111.568412236,884659,987
Utah,1,2019,4149,129.415294898,3205958,4149
Colorado,1,2021,19795,343.738625976,5758736,19795
Georgia,4,2019,21002,197.806944303,10617423,21002
Arizona,2,2018,13798,189.566375503,7278717,13798
Washington,1,2020,12332,161.945808037,7614893,12332
Utah,2,2019,5078,158.392592791,3205958,5078
Texas,1,2019,42797,147.596825908,28995881,42797
Georgia,3,2019,25035,235.791679393,10617423,25035
Louisiana,2,2020,9184,197.556613608,4648794,9184
Minnesota,3,2021,11347,201.201071276,5639632,11347
Puerto Rico,4,2019,1057,33.096470733,3193694,1057
Massachusetts,1,2022,13697,198.723163414,6892503,13697
Puerto Rico,1,2018,709,22.199997871,3193694,709
Connecticut,3,2021,8611,241.523333185,3565287,8611
Georgia,4,2021,32438,305.516696471,10617423,32438
New Hampshire,4,2018,2052,150.914422256,1359711,0
Colorado,4,2021,13668,237.343750434,5758736,13668
New Hampshire,1,2019,2161,158.930831625,1359711,2161
Illinois,4,2018,18460,145.677562838,12671821,18460
Georgia,4,2018,22315,210.173410252,10617423,22315
Alabama,1,2020,8072,164.627685882,4903185,8072
California,1,2022,81300,205.759114085,39512223,81300
Kentucky,2,2020,8144,182.287289155,4467673,8144
Indiana,2,2021,15115,224.517354531,6732219,15115
Michigan,1,2022,19270,192.953598915,9986857,19270
California,1,2021,107438,271.910795806,39512223,107438
Puerto Rico,3,2018,811,25.393791641,3193694,811
Idaho,3,2021,3603,201.615498037,1787065,3603
Illinois,2,2020,26793,211.437645781,12671821,26793
Wisconsin,4,2020,11480,197.168400707,5822434,11480
Oregon,3,2019,9330,221.208671854,4217737,9330
Massachusetts,3,2019,10502,152.368450184,6892503,10502
Wyoming,1,2022,851,147.038750153,578759,851
Washington,4,2018,10655,139.923174232,7614893,10655
New York,3,2020,49583,254.878785432,19453561,49583
Utah,4,2020,5880,183.408516269,3205958,5880
Montana,2,2020,1948,182.264230738,1068778,1948
New Hampshire,1,2020,2312,170.036132678,1359711,2312
Washington,3,2019,16154,212.136926940,7614893,16154
New Mexico,2,2018,3650,174.072373093,2096829,3650
Florida,1,2019,44731,208.266820662,21477737,44731
Michigan,4,2021,18881,189.058479560,9986857,18881
New Mexico,3,2020,4611,219.903482831,2096829,4611
Utah,2,2018,3891,121.367778368,3205958,3891
Connecticut,1,2020,6165,172.917355601,3565287,6165
North Dakota,3,2021,1066,139.883631516,762062,1066
South Dakota,1,2022,1098,124.115619691,884659,1098
New York,4,2021,43343,222.802395921,19453561,43343
New York,4,2020,51445,264.450297814,19453561,51445
California,2,2018,68491,173.341297451,39512223,68491
Rhode Island,4,2018,1525,143.954704770,1059361,1525
Texas,1,2019,42797,147.596825908,28995881,42797
California,2,2019,81249,205.630040102,39512223,81249
Wisconsin,1,2020,8552,146.880153558,5822434,8552
Utah,4,2019,4078,127.200668256,3205958,4078
Arizona,3,2019,17195,236.236688416,7278717,17195
Kansas,3,2020,5352,183.708312938,2913314,5352
Maine,3,2019,2000,148.786054581,1344212,2000
New Hampshire,1,2022,2363,173.786929723,1359711,2363
Illinois,1,2020,20328,160.418932685,12671821,20328
Maine,4,2018,1780,132.419588577,1344212,1780
South Dakota,1,2022,1098,124.115619691,884659,1098
Pennsylvania,1,2021,45333,354.109037275,12801989,45333
Montana,4,2021,1822,170.475065916,1068778,1822
New Jersey,3,2021,25613,288.363567994,8882190,25613
North Dakota,1,2021,1525,200.114951277,762062,1525
Hawaii,2,2018,1771,125.081928310,1415872,1771
Delaware,3,2018,2078,213.398729056,973764,0
Tennessee,3,2018,19639,287.575042018,6829174,19639
California,1,2022,81300,205.759114085,39512223,81300
Maine,1,2021,3520,261.863456062,1344212,3520
Delaware,1,2021,3822,392.497566145,973764,3822
Idaho,1,2018,2566,143.587390498,1787065,2566
Georgia,4,2021,32438,305.516696471,10617423,32438
Missouri,4,2021,11671,190.161090281,6137428,11671
Maryland,4,2018,10914,180.525598444,6045680,10914
Ohio,2,2020,24379,208.561822553,11689100,24379
Michigan,3,2018,18726,187.506439714,9986857,18726
Texas,1,2022,61721,212.861268123,28995881,61721
Nebraska,3,2020,3540,183.001724559,1934408,3540
Utah,3,2021,6702,209.048278237,3205958,6702
Maine,2,2021,3089,229.800061300,1344212,3089
District of Columbia,1,2020,1942,275.168650611,705749,1942
Maine,4,2019,1696,126.170574284,1344212,1696
Kentucky,1,2021,10558,236.319891809,4467673,10558
Iowa,4,2019,3662,116.067155404,3155070,3662
Wyoming,1,2020,783,135.289472820,578759,783
Louisiana,1,2018,6810,146.489605691,4648794,6810
Pennsylvania,4,2020,34873,272.402983630,12801989,34873
Connecticut,1,2022,7002,196.393726508,3565287,7002
Nevada,3,2018,7577,245.994034068,3080156,7577
Nevada,1,2020,7713,250.409394849,3080156,7713
Wisconsin,2,2019,9564,164.261200728,5822434,9564
Montana,1,2019,1291,120.792157024,1068778,1291
Arizona,2,2019,14589,200.433675330,7278717,0
District of Columbia,2,2021,3035,430.039574976,705749,3035
Arkansas,4,2020,5325,176.452811382,3017804,5325
Nevada,2,2020,9484,307.906482659,3080156,9484
Missouri,2,2019,12087,196.939173869,6137428,12087
Missouri,3,2019,12453,202.902583949,6137428,12453
Louisiana,4,2020,9730,209.301595209,4648794,9730
California,4,2019,57555,145.663786115,39512223,0
Massachusetts,4,2018,8914,129.328924485,6892503,8914
District of Columbia,1,2018,2100,297.556213328,705749,2100
Missouri,1,2020,10751,175.171097730,6137428,10751
Delaware,3,2018,2078,213.398729056,973764,2078
New Mexico,2,2020,4366,208.219172856,2096829,4366
California,2,2019,81249,205.630040102,39512223,81249
Alaska,1,2022,1304,178.252875763,731545,1304
New Hampshire,2,2018,2027,149.075796254,1359711,2027
Florida,4,2018,46559,216.777959428,21477737,46559
New York,3,2019,35562,182.804577527,19453561,35562
Kentucky,4,2018,6077,136.021593344,4467673,6077
Maine,3,2021,2642,196.546378101,1344212,2642
Nebraska,1,2019,2237,115.642615208,1934408,2237
Montana,3,2020,2111,197.515293167,1068778,2111
Wisconsin,1,2020,8552,146.880153558,5822434,8552
Connecticut,3,2020,8019,224.918779330,3565287,8019
South Dakota,1,2020,914,103.316645171,884659,914
Indiana,2,2021,15115,224.517354531,6732219,15115
Ohio,1,2020,19696,168.498857910,11689100,19696
North Dakota,1,2022,863,113.245378985,762062,863
Iowa,3,2020,4774,151.312015264,3155070,4774
Idaho,2,2018,2551,142.748025394,1787065,2551
Rhode Island,3,2020,2284,215.601669308,1059361,2284
Michigan,4,2021,18881,189.058479560,9986857,18881
Utah,3,2021,6702,209.048278237,3205958,6702
Maryland,4,2019,11778,194.816794802,6045680,11778
New Hampshire,1,2019,2161,158.930831625,1359711,2161
New Jersey,3,2018,14719,165.713635939,8882190,0
Maine,3,2020,2382,177.204191006,1344212,2382
Maryland,4,2020,17938,296.707731802,6045680,17938
Kansas,2,2021,5848,200.733597546,2913314,5848
Oklahoma,1,2022,5864,148.194161645,3956971,5864
North Carolina,2,2020,23052,219.792289993,10488084,23052
Connecticut,2,2019,6274,175.974612983,3565287,6274
Connecticut,3,2019,6249,175.273407162,3565287,6249
Kansas,1,2021,9027,309.853314816,2913314,9027
Vermont,2,2019,902,144.553830276,623989,902
Texas,1,2018,54509,187.988769853,28995881,54509
Wyoming,4,2018,716,123.712978977,578759,716
Wyoming,3,2020,1045,180.558747251,578759,1045
Minnesota,1,2021,14000,248.243147780,5639632,14000
Illinois,4,2020,34155,269.535057353,12671821,34155
Ohio,4,2018,18605,159.165376291,11689100,18605
Mississippi,4,2019,3841,129.059398572,2976149,3841
New Hampshire,1,2018,1930,141.941927365,1359711,1930
Wisconsin,3,2019,9499,163.144829121,5822434,9499
Arkansas,4,2019,3986,132.082799281,3017804,3986
Georgia,3,2020,33623,316.677596814,10617423,33623
Kansas,4,2018,4054,139.154241527,2913314,4054
Maine,3,2020,2382,177.204191006,1344212,2382
Puerto Rico,3,2019,1124,35.194354876,3193694,1124
Tennessee,3,2020,18443,270.061943070,6829174,18443
Vermont,2,2021,1457,233.497705889,623989,1457
Oregon,2,2020,9425,223.461064547,4217737,9425
Puerto Rico,4,2019,1057,33.096470733,3193694,1057
Ohio,1,2021,34337,293.752299150,11689100,34337
Tennessee,2,2021,21974,321.766585534,6829174,21974
Georgia,3,2020,33623,316.677596814,10617423,33623
Arkansas,3,2021,6208,205.712498227,3017804,6208
Oklahoma,2,2018,5242,132.475067419,3956971,5242
District of Columbia,1,2018,2100,297.556213328,705749,2100
Virginia,2,2018,15092,176.814087111,8535519,15092
West Virginia,2,2018,2503,139.664882401,1792147,2503
Arkansas,2,2020,7962,263.834231779,3017804,7962
Minnesota,4,2019,7924,140.505621643,5639632,7924
New Jersey,4,2021,20995,236.371885762,8882190,20995
Wisconsin,1,2020,8552,146.880153558,5822434,8552
District of Columbia,3,2019,2336,330.995863969,705749,2336
Idaho,3,2020,3302,184.772238279,1787065,3302
