State Name,Quarter,Report Type,State Median Year,Year,Fixed Overall Median Qtr,Fixed Overall Median Yr,Fixed State Median Qtr,Fixed State Median Yr,Overall Median Losses Qtr,Overall Median Losses Yr,State Median Quarterly
Nevada,4,Other,525,2020,500,487.89,510,525,500,487.89,510
Washington,3,Other,531.29,2021,727,618.38,600,531.29,727,618.38,600
Idaho,1,Other,452,2018,500,460,347,452,500,460,347
Maryland,1,Fraud,407.675,2019,375,394.99,366,407.675,375,394.99,366
South Carolina,2,Other,473.085,2020,431,487.89,453.93,473.085,431,487.89,453.93
North Carolina,2,Fraud,350,2019,422.08,394.99,400,350,422.08,394.99,400
District of Columbia,1,Fraud,699.99,2022,600,600,699.99,699.99,600,600,699.99
Connecticut,3,Fraud,301.75,2018,380,370,300,301.75,380,370,300
Montana,3,Other,774.5,2021,727,618.38,1249.5,774.5,727,618.38,1249.5
Virginia,1,Other,450,2019,410.21,476.66,350.45,450,410.21,476.66,350.45
Virginia,3,Other,599,2021,727,618.38,630,599,727,618.38,630
Massachusetts,1,Fraud,577.775,2022,600,600,577.775,577.775,600,600,577.775
Virginia,2,Fraud,399.985,2019,422.08,394.99,457.75,399.985,422.08,394.99,457.75
Indiana,4,Fraud,319,2019,335.88,394.99,300,319,335.88,394.99,300
Delaware,2,Other,534.96,2020,431,487.89,479.625,534.96,431,487.89,479.625
New Hampshire,3,Other,384.23,2019,500,476.66,400,384.23,500,476.66,400
New York,2,Identity Theft,0,2020,0,0,0,0,0,0,0
Alaska,1,Fraud,500,2020,330.64,304.99,500,500,330.64,304.99,500
Tennessee,1,Other,360,2018,500,460,464,360,500,460,464
Indiana,1,Other,400,2019,410.21,476.66,397,400,410.21,476.66,397
North Carolina,2,Fraud,276.955,2020,325,304.99,301.04,276.955,325,304.99,301.04
Nevada,1,Other,500,2019,410.21,476.66,449.925,500,410.21,476.66,449.925
Rhode Island,4,Fraud,447,2021,550,500,425,447,550,500,425
Arizona,4,Fraud,525,2021,550,500,650,525,550,500,650
Georgia,1,Other,700,2022,727.875,727.875,700,700,727.875,727.875,700
Oregon,3,Fraud,345.4,2018,380,370,314.125,345.4,380,370,314.125
Utah,2,Fraud,320.84,2020,325,304.99,399.98,320.84,325,304.99,399.98
Florida,3,Identity Theft,0,2019,0,0,0,0,0,0,0
Wyoming,4,Other,537.145,2021,700,618.38,496.31,537.145,700,618.38,496.31
New Mexico,4,Other,800,2021,700,618.38,800,800,700,618.38,800
Oklahoma,3,Fraud,300,2018,380,370,373,300,380,370,373
Wisconsin,1,Fraud,300,2019,375,394.99,250,300,375,394.99,250
New Hampshire,1,Fraud,500,2022,600,600,500,500,600,600,500
Maryland,1,Fraud,600,2022,600,600,600,600,600,600,600
Utah,3,Identity Theft,0,2021,0,0,0,0,0,0,0
Delaware,4,Other,472.2,2019,492,476.66,500,472.2,492,476.66,500
New Mexico,4,Other,535.98,2018,400.08,460,509.44,535.98,400.08,460,509.44
Ohio,3,Fraud,220,2020,279,304.99,200,220,279,304.99,200
Alaska,2,Other,531.785,2021,700,618.38,500,531.785,700,618.38,500
Indiana,1,Fraud,235,2020,330.64,304.99,250,235,330.64,304.99,250
Florida,1,Other,466.81,2018,500,460,558.5,466.81,500,460,558.5
Indiana,3,Fraud,349.99,2018,380,370,399,349.99,380,370,399
Delaware,2,Fraud,299.99,2018,396,370,375,299.99,396,370,375
Wisconsin,1,Other,600,2022,727.875,727.875,600,600,727.875,727.875,600
New Hampshire,1,Other,602.5,2021,535,618.38,500,602.5,535,618.38,500
New York,1,Other,530.66,2021,535,618.38,500,530.66,535,618.38,500
Connecticut,3,Other,436,2019,500,476.66,450,436,500,476.66,450
Illinois,1,Other,981,2022,727.875,727.875,981,981,727.875,727.875,981
Wyoming,2,Fraud,500,2021,507,500,654.25,500,507,500,654.25
Kentucky,3,Fraud,300,2018,380,370,313.25,300,380,370,313.25
New Jersey,2,Fraud,510,2021,507,500,550,510,507,500,550
Oklahoma,1,Other,465,2020,495,487.89,497.5,465,495,487.89,497.5
Arizona,1,Other,463,2019,410.21,476.66,350,463,410.21,476.66,350
Tennessee,3,Other,700.79,2021,727,618.38,884.97,700.79,727,618.38,884.97
Nevada,2,Other,525,2020,431,487.89,487.67,525,431,487.89,487.67
District of Columbia,3,Fraud,387.765,2020,279,304.99,330.88,387.765,279,304.99,330.88
West Virginia,3,Other,500,2021,727,618.38,850,500,727,618.38,850
Wisconsin,3,Other,309,2018,460.27,460,325.745,309,460.27,460,325.745
Massachusetts,3,Other,500,2019,500,476.66,599.98,500,500,476.66,599.98
South Carolina,4,Other,374,2018,400.08,460,309.16,374,400.08,460,309.16
Texas,4,Fraud,500,2021,550,500,560.1,500,550,500,560.1
Arizona,2,Other,600,2021,700,618.38,714.88,600,700,618.38,714.88
Virginia,2,Fraud,399.985,2019,422.08,394.99,457.75,399.985,422.08,394.99,457.75
Rhode Island,1,Fraud,447,2021,402.995,500,312.975,447,402.995,500,312.975
Wisconsin,3,Other,499,2021,727,618.38,513.73,499,727,618.38,513.73
Oklahoma,3,Other,504.26,2021,727,618.38,543.73,504.26,727,618.38,543.73
North Carolina,3,Other,330,2018,460.27,460,335,330,460.27,460,335
Vermont,4,Fraud,330.495,2018,306.25,370,408.99,330.495,306.25,370,408.99
Wisconsin,4,Fraud,244.79,2020,328,304.99,238.355,244.79,328,304.99,238.355
Missouri,1,Other,595,2022,727.875,727.875,595,595,727.875,727.875,595
Arizona,4,Other,450,2018,400.08,460,415,450,400.08,460,415
Utah,3,Other,500,2020,490,487.89,630,500,490,487.89,630
Arizona,4,Fraud,440,2019,335.88,394.99,411.94,440,335.88,394.99,411.94
Ohio,4,Other,334.18,2018,400.08,460,290.25,334.18,400.08,460,290.25
Montana,3,Identity Theft,0,2021,0,0,0,0,0,0,0
South Dakota,4,Other,400,2020,500,487.89,550,400,500,487.89,550
Rhode Island,3,Fraud,350,2018,380,370,409.99,350,380,370,409.99
Idaho,1,Other,452,2018,500,460,347,452,500,460,347
Idaho,3,Fraud,400,2019,400,394.99,484,400,400,394.99,484
New Hampshire,2,Other,394.5,2018,499,460,490.98,394.5,499,460,490.98
Alabama,4,Other,600,2021,700,618.38,600,600,700,618.38,600
Arizona,1,Fraud,440,2019,375,394.99,449.995,440,375,394.99,449.995
Vermont,3,Fraud,330.495,2018,380,370,300,330.495,380,370,300
Delaware,3,Fraud,399,2020,279,304.99,343.76,399,279,304.99,343.76
Louisiana,2,Fraud,424.375,2021,507,500,485.21,424.375,507,500,485.21
Colorado,3,Fraud,350,2018,380,370,359.88,350,380,370,359.88
Colorado,2,Fraud,400,2019,422.08,394.99,419,400,422.08,394.99,419
Oregon,1,Other,505,2021,535,618.38,450,505,535,618.38,450
Colorado,2,Other,544.425,2020,431,487.89,500,544.425,431,487.89,500
Hawaii,4,Fraud,356.02,2020,328,304.99,397.315,356.02,328,304.99,397.315
North Dakota,3,Other,505.04,2018,460.27,460,610.35,505.04,460.27,460,610.35
Maryland,3,Fraud,340,2018,380,370,353.405,340,380,370,353.405
South Carolina,3,Fraud,319.245,2018,380,370,300,319.245,380,370,300
Wisconsin,1,Fraud,395.28,2021,402.995,500,300,395.28,402.995,500,300
District of Columbia,4,Other,542.855,2021,700,618.38,488,542.855,700,618.38,488
Puerto Rico,4,Identity Theft,0,2021,0,0,0,0,0,0,0
Vermont,2,Fraud,329,2021,507,500,350,329,507,500,350
Oklahoma,4,Other,504.26,2021,700,618.38,460,504.26,700,618.38,460
California,2,Fraud,400,2018,396,370,400,400,396,370,400
Arizona,2,Other,600,2021,700,618.38,714.88,600,700,618.38,714.88
California,1,Fraud,480,2019,375,394.99,479,480,375,394.99,479
Arizona,1,Fraud,525,2021,402.995,500,495,525,402.995,500,495
Kentucky,3,Fraud,300,2018,380,370,313.25,300,380,370,313.25
Iowa,3,Fraud,379.16,2021,500,500,344.29,379.16,500,500,344.29
Connecticut,2,Other,650,2021,700,618.38,705.5,650,700,618.38,705.5
Kansas,3,Other,350,2018,460.27,460,318,350,460.27,460,318
South Dakota,3,Fraud,411.5,2018,380,370,497.95,411.5,380,370,497.95
North Carolina,1,Fraud,276.955,2020,330.64,304.99,300,276.955,330.64,304.99,300
Kentucky,4,Fraud,352.81,2021,550,500,435.445,352.81,550,500,435.445
Connecticut,4,Other,400,2020,500,487.89,450,400,500,487.89,450
Texas,3,Fraud,380,2018,380,370,399.99,380,380,370,399.99
Idaho,1,Fraud,282.99,2020,330.64,304.99,300,282.99,330.64,304.99,300
Arizona,3,Fraud,399,2018,380,370,400,399,380,370,400
Alabama,3,Other,410,2020,490,487.89,450.235,410,490,487.89,450.235
Washington,3,Fraud,349,2018,380,370,364,349,380,370,364
Oregon,2,Fraud,345.4,2018,396,370,377.3,345.4,396,370,377.3
Oklahoma,4,Fraud,259.49,2020,328,304.99,307,259.49,328,304.99,307
Virginia,4,Fraud,399.985,2019,335.88,394.99,340.5,399.985,335.88,394.99,340.5
Minnesota,2,Fraud,359,2018,396,370,450,359,396,370,450
Florida,4,Other,458.145,2019,492,476.66,495,458.145,492,476.66,495
Maryland,4,Other,500,2018,400.08,460,472.725,500,400.08,460,472.725
Ohio,2,Fraud,299,2019,422.08,394.99,328,299,422.08,394.99,328
Connecticut,2,Fraud,301.75,2018,396,370,350,301.75,396,370,350
Iowa,3,Other,480,2021,727,618.38,624.99,480,727,618.38,624.99
Ohio,4,Identity Theft,0,2020,0,0,0,0,0,0,0
Louisiana,4,Fraud,300,2020,328,304.99,360.45,300,328,304.99,360.45
South Carolina,1,Identity Theft,0,2022,0,0,0,0,0,0,0
Idaho,1,Fraud,400,2019,375,394.99,390.995,400,375,394.99,390.995
Alabama,2,Other,600,2021,700,618.38,700,600,700,618.38,700
Maryland,4,Fraud,340,2018,306.25,370,309.99,340,306.25,370,309.99
Virginia,1,Fraud,399.985,2019,375,394.99,349.9,399.985,375,394.99,349.9
Louisiana,1,Fraud,368.5,2018,404.565,370,400,368.5,404.565,370,400
New Hampshire,1,Fraud,450,2021,402.995,500,470.34,450,402.995,500,470.34
South Carolina,3,Other,473.085,2020,490,487.89,420,473.085,490,487.89,420
Wyoming,4,Other,610.25,2018,400.08,460,679.175,610.25,400.08,460,679.175
New Mexico,1,Other,478.6,2020,495,487.89,500,478.6,495,487.89,500
Arizona,3,Fraud,525,2021,500,500,500,525,500,500,500
Washington,2,Fraud,395,2020,325,304.99,630,395,325,304.99,630
Iowa,2,Fraud,369.975,2018,396,370,350,369.975,396,370,350
Alabama,1,Fraud,500,2022,600,600,500,500,600,600,500
New Jersey,2,Other,496,2019,499,476.66,440.06,496,499,476.66,440.06
Wisconsin,4,Other,499,2021,700,618.38,492.5,499,700,618.38,492.5
Maine,4,Fraud,335.505,2018,306.25,370,299.99,335.505,306.25,370,299.99
North Dakota,4,Identity Theft,0,2021,0,0,0,0,0,0,0
Kentucky,2,Other,310,2018,499,460,401.21,310,499,460,401.21
Washington,3,Fraud,349,2018,380,370,364,349,380,370,364
Illinois,1,Fraud,278,2020,330.64,304.99,300,278,330.64,304.99,300
Montana,4,Fraud,300,2019,335.88,394.99,200,300,335.88,394.99,200
Tennessee,4,Fraud,313.5,2019,335.88,394.99,275,313.5,335.88,394.99,275
South Dakota,3,Other,293.94,2018,460.27,460,419,293.94,460.27,460,419
Rhode Island,3,Other,721.965,2021,727,618.38,589,721.965,727,618.38,589
Wisconsin,4,Other,309,2018,400.08,460,300,309,400.08,460,300
Minnesota,1,Other,700,2022,727.875,727.875,700,700,727.875,727.875,700
South Dakota,3,Other,293.94,2018,460.27,460,419,293.94,460.27,460,419
Kansas,1,Fraud,249,2020,330.64,304.99,266.895,249,330.64,304.99,266.895
Arkansas,1,Fraud,300,2019,375,394.99,254.5,300,375,394.99,254.5
Michigan,1,Other,549.995,2022,727.875,727.875,549.995,549.995,727.875,727.875,549.995
Oregon,3,Fraud,345.4,2018,380,370,314.125,345.4,380,370,314.125
Vermont,1,Fraud,289.5,2020,330.64,304.99,390.5,289.5,330.64,304.99,390.5
New York,3,Fraud,320.51,2018,380,370,325,320.51,380,370,325
Alaska,4,Fraud,490,2019,335.88,394.99,300,490,335.88,394.99,300
Louisiana,1,Other,950,2022,727.875,727.875,950,950,727.875,727.875,950
Hawaii,3,Fraud,400,2018,380,370,400,400,380,370,400
Minnesota,3,Fraud,359,2018,380,370,400,359,380,370,400
Maryland,2,Fraud,316.5,2020,325,304.99,382.7,316.5,325,304.99,382.7
North Dakota,3,Other,500,2021,727,618.38,500,500,727,618.38,500
Nebraska,1,Other,327,2019,410.21,476.66,312.745,327,410.21,476.66,312.745
Louisiana,1,Fraud,368.5,2018,404.565,370,400,368.5,404.565,370,400
Alaska,4,Other,541.595,2019,492,476.66,578.4,541.595,492,476.66,578.4
Pennsylvania,3,Fraud,300,2019,400,394.99,324,300,400,394.99,324
New Hampshire,4,Fraud,450,2021,550,500,500,450,550,500,500
Arizona,4,Identity Theft,0,2019,0,0,0,0,0,0,0
Kansas,1,Fraud,494.825,2022,600,600,494.825,494.825,600,600,494.825
Delaware,3,Other,400,2018,460.27,460,300,400,460.27,460,300
Illinois,3,Fraud,300,2019,400,394.99,353.61,300,400,394.99,353.61
Louisiana,4,Other,650,2021,700,618.38,800,650,700,618.38,800
Wyoming,3,Other,537.145,2021,727,618.38,1932.5,537.145,727,618.38,1932.5
Illinois,1,Fraud,278,2020,330.64,304.99,300,278,330.64,304.99,300
New Jersey,1,Other,400,2020,495,487.89,375,400,495,487.89,375
Mississippi,4,Fraud,315.25,2019,335.88,394.99,250,315.25,335.88,394.99,250
Montana,4,Fraud,295.89,2020,328,304.99,300,295.89,328,304.99,300
Wisconsin,4,Fraud,395.28,2021,550,500,418.875,395.28,550,500,418.875
Puerto Rico,4,Fraud,358,2018,306.25,370,308,358,306.25,370,308
Utah,1,Identity Theft,0,2018,0,0,0,0,0,0,0
Oklahoma,4,Other,450,2019,492,476.66,499,450,492,476.66,499
Rhode Island,1,Other,557.985,2020,495,487.89,597.5,557.985,495,487.89,597.5
Alabama,1,Fraud,500,2022,600,600,500,500,600,600,500
Montana,2,Other,561.5,2019,499,476.66,697.5,561.5,499,476.66,697.5
Missouri,1,Other,500,2021,535,618.38,421.01,500,535,618.38,421.01
New Mexico,4,Other,535.98,2018,400.08,460,509.44,535.98,400.08,460,509.44
Maine,2,Other,318,2020,431,487.89,415.5,318,431,487.89,415.5
Washington,4,Other,400,2019,492,476.66,430,400,492,476.66,430
Ohio,2,Fraud,299,2019,422.08,394.99,328,299,422.08,394.99,328
Mississippi,1,Other,420,2018,500,460,598,420,500,460,598
Tennessee,3,Other,500,2020,490,487.89,488,500,490,487.89,488
Massachusetts,2,Fraud,500,2021,507,500,599,500,507,500,599
Alaska,2,Other,541.595,2019,499,476.66,500,541.595,499,476.66,500
Massachusetts,3,Fraud,335.75,2018,380,370,328.5,335.75,380,370,328.5
Georgia,2,Fraud,317.5,2018,396,370,344,317.5,396,370,344
South Carolina,3,Fraud,283.765,2020,279,304.99,230,283.765,279,304.99,230
Mississippi,4,Other,500,2020,500,487.89,500,500,500,487.89,500
Oklahoma,2,Fraud,361.975,2019,422.08,394.99,427.39,361.975,422.08,394.99,427.39
Vermont,1,Fraud,329,2021,402.995,500,262.5,329,402.995,500,262.5
Idaho,3,Fraud,400,2019,400,394.99,484,400,400,394.99,484
Maryland,2,Other,500,2020,431,487.89,402.8,500,431,487.89,402.8
Wisconsin,2,Fraud,244.79,2020,325,304.99,279.99,244.79,325,304.99,279.99
Idaho,2,Fraud,282.99,2020,325,304.99,299.99,282.99,325,304.99,299.99
Wyoming,4,Other,501.98,2020,500,487.89,675,501.98,500,487.89,675
New Hampshire,4,Fraud,300,2018,306.25,370,200,300,306.25,370,200
Maine,4,Fraud,335.505,2018,306.25,370,299.99,335.505,306.25,370,299.99
Connecticut,1,Fraud,737.5,2022,600,600,737.5,737.5,600,600,737.5
Puerto Rico,2,Other,492.5,2021,700,618.38,605.62,492.5,700,618.38,605.62
Wisconsin,3,Fraud,300,2019,400,394.99,300,300,400,394.99,300
Idaho,3,Fraud,400,2018,380,370,400,400,380,370,400
Minnesota,2,Other,381,2018,499,460,428.28,381,499,460,428.28
Utah,2,Fraud,320.84,2020,325,304.99,399.98,320.84,325,304.99,399.98
Arizona,1,Other,500,2020,495,487.89,500,500,495,487.89,500
New Hampshire,3,Fraud,300,2018,380,370,305.335,300,380,370,305.335
Vermont,4,Fraud,289.5,2020,328,304.99,200,289.5,328,304.99,200
District of Columbia,3,Other,542.855,2021,727,618.38,557,542.855,727,618.38,557
Missouri,1,Other,344.52,2018,500,460,440.47,344.52,500,460,440.47
Maryland,1,Fraud,525,2021,402.995,500,500,525,402.995,500,500
Nebraska,2,Other,420,2018,499,460,420,420,499,460,420
South Carolina,1,Other,473.085,2020,495,487.89,490,473.085,495,487.89,490
Connecticut,4,Other,436,2019,492,476.66,338,436,492,476.66,338
Montana,4,Fraud,398.5,2018,306.25,370,300,398.5,306.25,370,300
Arizona,1,Fraud,399,2018,404.565,370,409.745,399,404.565,370,409.745
Missouri,4,Identity Theft,0,2019,0,0,0,0,0,0,0
Idaho,2,Other,545,2021,700,618.38,490,545,700,618.38,490
Michigan,2,Fraud,300,2019,422.08,394.99,380,300,422.08,394.99,380
South Carolina,2,Fraud,283.765,2020,325,304.99,299,283.765,325,304.99,299
Colorado,2,Fraud,400,2019,422.08,394.99,419,400,422.08,394.99,419
Nevada,4,Fraud,630.94,2021,550,500,897.96,630.94,550,500,897.96
Idaho,4,Other,545,2021,700,618.38,660,545,700,618.38,660
District of Columbia,1,Fraud,387.765,2020,330.64,304.99,400,387.765,330.64,304.99,400
Ohio,2,Other,400,2020,431,487.89,352.49,400,431,487.89,352.49
Oklahoma,2,Fraud,361.975,2019,422.08,394.99,427.39,361.975,422.08,394.99,427.39
Maryland,2,Other,500,2020,431,487.89,402.8,500,431,487.89,402.8
South Carolina,4,Other,374,2018,400.08,460,309.16,374,400.08,460,309.16
Alabama,1,Fraud,437,2021,402.995,500,400,437,402.995,500,400
Indiana,4,Other,404.13,2018,400.08,460,348,404.13,400.08,460,348
Kansas,1,Fraud,429.98,2021,402.995,500,350,429.98,402.995,500,350
Connecticut,4,Fraud,299.99,2019,335.88,394.99,300,299.99,335.88,394.99,300
Oklahoma,1,Other,504.26,2021,535,618.38,470.92,504.26,535,618.38,470.92
Washington,1,Other,500,2020,495,487.89,500,500,495,487.89,500
Maryland,1,Other,500,2020,495,487.89,533.5,500,495,487.89,533.5
Wisconsin,4,Identity Theft,0,2018,0,0,0,0,0,0,0
Michigan,1,Fraud,400,2021,402.995,500,300,400,402.995,500,300
Michigan,4,Other,306.99,2018,400.08,460,263.96,306.99,400.08,460,263.96
Montana,4,Other,500,2020,500,487.89,502.365,500,500,487.89,502.365
Nevada,2,Identity Theft,0,2019,0,0,0,0,0,0,0
Arizona,2,Other,600,2021,700,618.38,714.88,600,700,618.38,714.88
Louisiana,3,Other,450,2020,490,487.89,499.495,450,490,487.89,499.495
California,2,Fraud,400,2018,396,370,400,400,396,370,400
Arkansas,3,Other,350,2019,500,476.66,368.94,350,500,476.66,368.94
Hawaii,4,Other,477.15,2018,400.08,460,476.62,477.15,400.08,460,476.62
Oklahoma,4,Other,504.26,2021,700,618.38,460,504.26,700,618.38,460
Iowa,4,Other,359,2020,500,487.89,500,359,500,487.89,500
District of Columbia,4,Other,542.855,2021,700,618.38,488,542.855,700,618.38,488
Arkansas,4,Other,500,2021,700,618.38,679,500,700,618.38,679
Oklahoma,2,Other,450,2019,499,476.66,478,450,499,476.66,478
Michigan,1,Fraud,300,2019,375,394.99,270,300,375,394.99,270
Florida,4,Other,458.145,2019,492,476.66,495,458.145,492,476.66,495
Puerto Rico,3,Identity Theft,0,2021,0,0,0,0,0,0,0
Connecticut,3,Fraud,299.99,2019,400,394.99,350.43,299.99,400,394.99,350.43
New York,3,Fraud,370,2019,400,394.99,367.5,370,400,394.99,367.5
New Jersey,1,Other,400,2020,495,487.89,375,400,495,487.89,375
Pennsylvania,1,Fraud,300,2019,375,394.99,318,300,375,394.99,318
Delaware,4,Fraud,500,2021,550,500,500,500,550,500,500
Mississippi,3,Other,500,2020,490,487.89,480,500,490,487.89,480
Colorado,4,Fraud,486.13,2021,550,500,504.5,486.13,550,500,504.5
Indiana,3,Fraud,319,2019,400,394.99,374.73,319,400,394.99,374.73
Connecticut,2,Other,452,2018,499,460,481.5,452,499,460,481.5
Arizona,4,Fraud,525,2021,550,500,650,525,550,500,650
Washington,2,Fraud,390,2019,422.08,394.99,400,390,422.08,394.99,400
Louisiana,4,Other,450,2020,500,487.89,485,450,500,487.89,485
Oregon,2,Other,400,2019,499,476.66,497,400,499,476.66,497
Kentucky,2,Other,300,2019,499,476.66,309.42,300,499,476.66,309.42
Florida,2,Fraud,535,2021,507,500,589.92,535,507,500,589.92
Arizona,4,Other,600,2021,700,618.38,592.5,600,700,618.38,592.5
Iowa,1,Fraud,309.99,2019,375,394.99,300,309.99,375,394.99,300
Utah,2,Other,500,2020,431,487.89,500,500,431,487.89,500
Puerto Rico,1,Other,550,2020,495,487.89,800,550,495,487.89,800
Ohio,1,Fraud,220,2020,330.64,304.99,241,220,330.64,304.99,241
Florida,1,Other,499,2020,495,487.89,500,499,495,487.89,500
Alabama,1,Other,377,2018,500,460,348.5,377,500,460,348.5
South Carolina,3,Other,460.655,2019,500,476.66,409.8,460.655,500,476.66,409.8
Virginia,3,Fraud,500,2021,500,500,540,500,500,500,540
North Dakota,1,Fraud,483.995,2018,404.565,370,503.05,483.995,404.565,370,503.05
Georgia,4,Fraud,300,2020,328,304.99,307.195,300,328,304.99,307.195
Puerto Rico,2,Fraud,358,2018,396,370,395.95,358,396,370,395.95
Ohio,1,Fraud,299,2019,375,394.99,291.805,299,375,394.99,291.805
Vermont,1,Fraud,400,2022,600,600,400,400,600,600,400
Nebraska,3,Fraud,358,2019,400,394.99,375.64,358,400,394.99,375.64
Alabama,4,Fraud,437,2021,550,500,500,437,550,500,500
Missouri,1,Other,595,2022,727.875,727.875,595,595,727.875,727.875,595
New Hampshire,4,Fraud,300,2018,306.25,370,200,300,306.25,370,200
Delaware,1,Fraud,369,2019,375,394.99,307,369,375,394.99,307
New Mexico,1,Other,800,2021,535,618.38,800,800,535,618.38,800
Vermont,3,Other,394.98,2018,460.27,460,355,394.98,460.27,460,355
West Virginia,3,Fraud,350,2021,500,500,425,350,500,500,425
Iowa,4,Fraud,250,2020,328,304.99,249.745,250,328,304.99,249.745
Oklahoma,1,Fraud,410,2021,402.995,500,400,410,402.995,500,400
New Jersey,2,Other,500,2018,499,460,600,500,499,460,600
South Carolina,1,Fraud,319.245,2018,404.565,370,388.65,319.245,404.565,370,388.65
Georgia,2,Other,453.85,2019,499,476.66,424.83,453.85,499,476.66,424.83
Kansas,2,Other,400,2019,499,476.66,504.4,400,499,476.66,504.4
Missouri,4,Other,390.9,2019,492,476.66,352,390.9,492,476.66,352
Arkansas,3,Other,386.215,2020,490,487.89,462.5,386.215,490,487.89,462.5
Louisiana,4,Fraud,368.5,2018,306.25,370,300,368.5,306.25,370,300
Oklahoma,3,Fraud,259.49,2020,279,304.99,209.995,259.49,279,304.99,209.995
South Dakota,3,Fraud,497,2021,500,500,425,497,500,500,425
Delaware,1,Fraud,369,2019,375,394.99,307,369,375,394.99,307
Illinois,4,Fraud,278,2020,328,304.99,289.98,278,328,304.99,289.98
Utah,2,Other,550,2018,499,460,632.95,550,499,460,632.95
West Virginia,3,Fraud,350,2021,500,500,425,350,500,500,425
